NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Rony Lopes,AS Monaco,France Ligue 1,Portugal,RM,Gold,81,77,58,72,68,82,81,High / Medium,Left,3,4,
Santi Mina,Valencia CF,Spain Primera Division,Spain,ST,Gold,81,79,62,71,78,80,72,High / Medium,Right,4,3,
Kerem Demirbay,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,CAM,Gold,81,59,66,70,74,81,89,Medium / Medium,Left,4,4,
Piotr Zieliński,Napoli,Italy Serie A,Poland,CM,Gold,81,78,75,79,79,71,71,Medium / Medium,Right,5,4,
Emre Can,Juventus,Italy Serie A,Germany,CM,Gold,81,74,71,77,81,78,75,High / High,Right,4,3,
Taras Stepanenko,Shakhtar Donetsk,Ukraine Premier Liga,Ukraine,CDM,Gold,81,74,81,78,83,36,68,Medium / High,Left,3,3,
Arkadiusz Milik,Napoli,Italy Serie A,Poland,ST,Gold,81,76,82,69,79,24,64,Medium / Medium,Left,3,4,
Eric Dier,Tottenham Hotspur,England Premier League,England,CDM,Gold,81,76,78,81,83,48,69,Medium / High,Right,3,2,
Marcos Rojo,Manchester United,England Premier League,Argentina,CB,Gold,81,77,63,74,78,80,77,Medium / High,Left,2,3,
Djibril Sidibé,AS Monaco,France Ligue 1,France,RB,Gold,81,70,53,71,78,78,75,High / High,Right,4,3,
Mark Uth,FC Schalke 04,Germany 1. Bundesliga,Germany,ST,Gold,81,76,69,80,79,75,71,Medium / High,Left,3,3,
Dušan Tadić,Ajax,Holland Eredivisie,Serbia,CAM,Gold,81,67,66,74,76,79,76,Medium / Low,Left,2,4,
Alex Oxlade-Chamberlain,Liverpool,England Premier League,England,CM,Gold,81,82,59,75,77,77,77,High / High,Right,4,4,
Daniel Caligiuri,FC Schalke 04,Germany 1. Bundesliga,Italy,RWB,Gold,81,79,82,68,75,42,72,Medium / Medium,Right,4,3,
Yaroslav Rakitskyi,Shakhtar Donetsk,Ukraine Premier Liga,Ukraine,CB,Gold,81,75,72,79,79,70,85,High / Medium,Left,3,3,
Phil Jones,Manchester United,England Premier League,England,CB,Gold,81,88,80,72,83,31,60,Medium / High,Right,3,2,
Younès Belhanda,Galatasaray,Turkey Süper Lig,,CAM,Gold,81,89,72,75,84,50,56,Medium / Medium,Right,4,4,
Kevin Vogt,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,CB,Gold,81,92,80,74,82,40,72,Medium / Medium,Right,3,3,
Nathaniel Clyne,Liverpool,England Premier League,England,RB,Gold,81,87,63,77,81,77,70,High / Medium,Right,2,3,
Victor Wanyama,Tottenham Hotspur,England Premier League,Kenya,CDM,Gold,81,84,62,76,82,76,69,Medium / High,Right,3,2,
Alan Dzagoev,CSKA Moskva,Russia FUT League,Russia,CM,Gold,81,91,78,61,78,25,72,High / Medium,Right,3,4,
Fabian Delph,Manchester City,England Premier League,England,LB,Gold,81,71,47,68,70,81,84,High / High,Left,3,3,
Stevan Jovetić,AS Monaco,France Ligue 1,Montenegro,ST,Gold,81,82,62,73,76,81,79,High / Medium,Right,4,3,
Daniel Sturridge,Liverpool,England Premier League,England,ST,Gold,81,83,72,74,88,46,51,Medium / Low,Left,2,4,
Erik Lamela,Tottenham Hotspur,England Premier League,Argentina,RM,Gold,81,62,55,66,55,82,84,High / High,Left,2,4,
Danny Rose,Tottenham Hotspur,England Premier League,England,LB,Gold,81,88,77,75,84,57,71,Medium / High,Left,3,3,
Lassana Diarra,Paris Saint-Germain,France Ligue 1,France,CDM,Gold,81,80,86,76,79,48,88,Medium / High,Right,3,3,
Ashley Young,Manchester United,England Premier League,England,LB,Gold,81,87,83,70,76,32,73,High / Medium,Right,3,4,
Igor Denisov,Lokomotiv Moskva,Russia FUT League,Russia,CDM,Gold,81,36,71,79,73,79,71,Medium / High,Right,3,3,
Juanfran,Atlético de Madrid,Spain Primera Division,Spain,RB,Gold,81,77,80,63,72,35,81,High / Medium,Right,3,4,
Bradley Wright-Phillips,New York Red Bulls,USA Major League Soccer,England,ST,Gold,81,80,75,80,82,34,50,High / Medium,Right,4,3,
Jérôme Gondorf,SC Freiburg,Germany 1. Bundesliga,Germany,LM,Gold,81,67,73,79,79,71,72,High / High,Right,4,3,
Nicolas Pépé,LOSC Lille,France Ligue 1,Ivory Coast,RM,Gold,81,59,38,50,53,81,83,High / Medium,Left,3,4,
Ryan Fraser,Bournemouth,England Premier League,Scotland,LM,Gold,81,70,82,65,76,36,73,High / Medium,Right,4,3,
Marcus Rashford,Manchester United,England Premier League,England,LW,Gold,81,79,76,79,83,66,72,High / Medium,Right,4,4,
Ricardo Pereira,Leicester City,England Premier League,Portugal,RB,Gold,81,72,73,73,75,78,80,High / High,Right,4,3,
Grimaldo,SL Benfica,Portugal Liga NOS,Spain,LB,Gold,81,71,64,72,63,84,82,High / Medium,Left,2,4,
Josef Martínez,Atlanta United FC,USA Major League Soccer,Venezuela,ST,Gold,81,81,72,78,86,32,52,High / Medium,Right,4,4,
Gary Medel,Beşiktaş,Turkey Süper Lig,Chile,CDM,Gold,81,85,78,74,84,39,61,Medium / High,Right,4,3,
Mário Fernandes,CSKA Moskva,Russia FUT League,Russia,RWB,Gold,81,62,76,81,80,70,70,High / High,Right,3,3,
Jesús Corona,FC Porto,Portugal Liga NOS,Mexico,RM,Gold,81,77,76,78,81,41,76,Medium / Low,Right,5,5,
Maicon,Galatasaray,Turkey Süper Lig,Brazil,CB,Gold,81,37,71,75,70,79,80,Medium / High,Right,3,2,
Eduardo Salvio,SL Benfica,Portugal Liga NOS,Argentina,RW,Gold,81,81,51,76,78,77,78,High / High,Right,4,4,
Hulk,Shanghai SIPG,China Super League,Brazil,RM,Gold,81,48,65,79,71,69,76,High / Medium,Left,3,4,
Fedor Smolov,Lokomotiv Moskva,Russia FUT League,Russia,ST,Gold,81,68,77,76,80,74,68,High / Medium,Right,4,4,
Bruno,Villarreal CF,Spain Primera Division,Spain,CM,Gold,81,63,78,85,81,45,61,Medium / High,Left,3,2,
Anthony Modeste,Tianjin Quanjian,China Super League,France,ST,Gold,81,58,49,61,59,81,88,Medium / Medium,Right,3,3,
Mathieu Valbuena,Fenerbahçe,Turkey Süper Lig,France,LW,Gold,81,81,70,78,86,42,62,High / Medium,Right,3,3,
Domenico Criscito,Genoa,Italy Serie A,Italy,LB,Gold,81,70,77,80,85,44,63,High / Medium,Left,3,3,
Renato Augusto,Beijing Sinobo Guoan,China Super League,Brazil,CM,Gold,81,72,71,81,78,71,72,Medium / Medium,Right,4,3,
Martin Škrtel,Fenerbahçe,Turkey Süper Lig,Slovakia,CB,Gold,81,67,80,62,73,36,77,Medium / High,Right,2,2,
Bafétimbi Gomis,Al Hilal,Saudi Dawry Jameel League,France,ST,Gold,81,69,51,61,61,83,79,High / Low,Right,3,4,
Manuel Fernandes,Lokomotiv Moskva,Russia FUT League,Portugal,LM,Gold,81,68,47,55,59,81,82,High / Medium,Right,4,4,
Héctor Herrera,FC Porto,Portugal Liga NOS,Mexico,CM,Gold,81,73,40,67,63,81,77,High / High,Right,4,3,
Jérémy Mathieu,Sporting CP,Portugal Liga NOS,France,CB,Gold,81,70,81,79,79,59,72,High / Medium,Left,2,2,
Manuel Lanzini,West Ham United,England Premier League,Argentina,CAM,Gold,81,75,58,76,76,79,75,Medium / Medium,Right,3,4,
Wissam Ben Yedder,Sevilla FC,Spain Primera Division,France,ST,Gold,81,69,73,80,82,64,71,High / High,Right,5,4,
João Moutinho,Wolverhampton Wanderers,England Premier League,Portugal,CM,Gold,81,65,49,64,65,82,81,High / Medium,Right,4,3,
Vitolo,Atlético de Madrid,Spain Primera Division,Spain,LM,Gold,81,73,75,82,83,32,54,High / High,Right,4,3,
Iborra,Leicester City,England Premier League,Spain,CDM,Gold,81,87,76,71,83,42,58,Medium / Medium,Right,4,3,
Benjamin Mendy,Manchester City,England Premier League,France,LB,Gold,81,55,40,59,63,81,79,High / Medium,Left,3,3,
Granit Xhaka,Arsenal,England Premier League,Switzerland,CM,Gold,81,62,70,82,77,75,78,Medium / Medium,Left,2,3,
Fabián,Napoli,Italy Serie A,Spain,CM,Gold,81,76,81,59,78,33,72,Medium / Medium,Left,3,4,
Pedro León,SD Eibar,Spain Primera Division,Spain,RM,Gold,81,87,77,74,83,57,64,Medium / Low,Right,3,4,
Marcelo,Olympique Lyonnais,France Ligue 1,Brazil,CB,Gold,81,52,47,71,74,78,76,Low / Medium,Right,2,2,
Diego Perotti,Roma,Italy Serie A,Argentina,LW,Gold,81,47,58,53,60,83,76,Medium / Medium,Right,4,4,
Raffael,Borussia M'gladbach,Germany 1. Bundesliga,Brazil,CF,Gold,81,88,64,77,81,77,71,High / Medium,Right,4,4,
Charles Aránguiz,Bayer 04 Leverkusen,Germany 1. Bundesliga,Chile,CM,Gold,81,66,79,78,80,70,76,Medium / Medium,Right,4,3,
Mario Gómez,VfB Stuttgart,Germany 1. Bundesliga,Germany,ST,Gold,81,81,55,74,75,78,78,High / Medium,Right,4,3,
Sven Bender,Bayer 04 Leverkusen,Germany 1. Bundesliga,Germany,CB,Gold,81,81,74,79,84,39,65,Medium / High,Right,4,2,
Chris Smalling,Manchester United,England Premier League,England,CB,Gold,81,53,80,79,79,72,80,Medium / High,Right,3,2,
Antonio Rüdiger,Chelsea,England Premier League,Germany,CB,Gold,81,85,81,75,78,43,68,Medium / High,Right,3,2,
Lars Stindl,Borussia M'gladbach,Germany 1. Bundesliga,Germany,CF,Gold,81,80,68,74,73,81,79,Medium / Medium,Right,4,4,
Ben Davies,Tottenham Hotspur,England Premier League,Wales,LB,Gold,81,53,69,84,84,66,64,High / High,Left,3,3,
Adam Lallana,Liverpool,England Premier League,England,CM,Gold,81,77,81,78,79,41,83,High / High,Right,5,4,
Salif Sané,FC Schalke 04,Germany 1. Bundesliga,Senegal,CB,Gold,81,72,69,79,82,64,69,Medium / High,Right,3,3,
Pablo Sarabia,Sevilla FC,Spain Primera Division,Spain,RM,Gold,81,80,77,80,85,46,70,High / Medium,Left,4,3,
Stephan El Shaarawy,Roma,Italy Serie A,Italy,LW,Gold,81,67,68,80,80,75,67,High / Medium,Right,2,5,
Dejan Lovren,Liverpool,England Premier League,Croatia,CB,Gold,81,69,82,80,81,43,63,Medium / High,Right,4,2,
James Milner,Liverpool,England Premier League,England,CM,Gold,81,76,40,59,64,80,80,High / High,Right,4,3,
Michy Batshuayi,Valencia CF,Spain Primera Division,Belgium,ST,Gold,81,80,80,74,79,56,77,Medium / Low,Right,5,4,
Morales,Levante UD,Spain Primera Division,Spain,LM,Gold,81,81,51,68,76,79,76,High / Medium,Right,4,4,
Christoph Kramer,Borussia M'gladbach,Germany 1. Bundesliga,Germany,CDM,Gold,81,78,62,74,77,78,79,High / High,Right,3,3,
Gary Cahill,Chelsea,England Premier League,England,CB,Gold,81,67,74,73,76,79,83,Medium / Medium,Right,3,2,
João Cancelo,Juventus,Italy Serie A,Portugal,RB,Gold,81,78,79,78,81,61,71,High / Medium,Right,3,4,
Kevin-Prince Boateng,Sassuolo,Italy Serie A,Ghana,CM,Gold,81,93,78,73,79,41,79,High / Medium,Right,4,4,
Šime Vrsaljko,Inter,Italy Serie A,Croatia,RB,Gold,81,69,32,62,56,82,74,High / Medium,Right,3,3,
Thorgan Hazard,Borussia M'gladbach,Germany 1. Bundesliga,Belgium,LM,Gold,81,84,59,72,77,77,73,Medium / Medium,Right,3,4,
Raúl García,Athletic Club de Bilbao,Spain Primera Division,Spain,CAM,Gold,81,63,46,68,66,82,77,High / Medium,Right,3,4,
Kévin Gameiro,Valencia CF,Spain Primera Division,France,ST,Gold,81,79,79,77,81,32,65,Medium / Medium,Right,3,4,
Łukasz Piszczek,Borussia Dortmund,Germany 1. Bundesliga,Poland,RB,Gold,81,52,47,62,63,82,74,Medium / Medium,Right,4,2,
Borja Valero,Inter,Italy Serie A,Spain,CAM,Gold,81,87,73,81,85,48,55,Medium / Medium,Right,4,4,
Kevin Volland,Bayer 04 Leverkusen,Germany 1. Bundesliga,Germany,ST,Gold,81,77,64,77,78,78,76,High / High,Left,3,3,
João Mário,Inter,Italy Serie A,Portugal,CAM,Gold,81,90,70,75,86,30,56,Medium / Medium,Right,4,4,
Xherdan Shaqiri,Liverpool,England Premier League,Switzerland,RW,Gold,81,74,74,79,81,64,70,Medium / Medium,Left,4,5,
Sebastian Rudy,FC Schalke 04,Germany 1. Bundesliga,Germany,CM,Gold,81,79,73,76,84,37,56,Medium / Medium,Right,3,3,
Pablo Fornals,Villarreal CF,Spain Primera Division,Spain,CAM,Gold,81,76,64,74,80,75,74,High / High,Right,3,4,
Josip Iličić,Atalanta,Italy Serie A,Slovenia,CF,Gold,81,38,70,83,79,76,69,Medium / Medium,Left,3,4,
Jeison Murillo,Valencia CF,Spain Primera Division,Colombia,CB,Gold,81,84,72,77,83,43,64,Medium / High,Right,2,2,
Marcel Sabitzer,RB Leipzig,Germany 1. Bundesliga,Austria,CAM,Gold,81,85,81,62,74,45,82,High / High,Right,4,3,
Elseid Hysaj,Napoli,Italy Serie A,Albania,RB,Gold,81,71,77,65,75,43,74,Medium / Medium,Right,4,3,
Serge Aurier,Tottenham Hotspur,England Premier League,Ivory Coast,RB,Gold,81,84,65,76,78,72,78,High / High,Right,3,3,
Abdoulaye Doucouré,Watford,England Premier League,France,CDM,Gold,81,87,73,74,83,35,64,High / Medium,Right,3,3,
Antonio Candreva,Inter,Italy Serie A,Italy,RM,Gold,81,63,62,70,71,80,84,Medium / Medium,Right,4,4,
Williams,Athletic Club de Bilbao,Spain Primera Division,Spain,ST,Gold,81,64,77,80,70,75,81,High / High,Right,3,4,
Matija Nastasić,FC Schalke 04,Germany 1. Bundesliga,Serbia,CB,Gold,81,46,73,72,73,76,87,Low / High,Left,2,2,
Andrew Robertson,Liverpool,England Premier League,Scotland,LB,Gold,81,85,78,79,78,36,76,High / High,Left,2,3,
Joel Matip,Liverpool,England Premier League,Cameroon,CB,Gold,81,83,73,77,84,68,69,Medium / Medium,Right,2,2,
Carlos Vela,Los Angeles FC,USA Major League Soccer,Mexico,RW,Gold,81,89,73,71,85,36,64,High / Low,Left,2,4,
Benedikt Höwedes,Lokomotiv Moskva,Russia FUT League,Germany,CB,Gold,81,84,78,61,79,38,82,Medium / Medium,Right,3,2,
Simone Verdi,Napoli,Italy Serie A,Italy,RW,Gold,81,92,70,72,85,37,59,High / Medium,Left,5,4,
Faouzi Ghoulam,Napoli,Italy Serie A,Algeria,LB,Gold,81,84,76,60,76,49,81,High / Medium,Left,4,3,
Deulofeu,Watford,England Premier League,Spain,RM,Gold,81,73,56,67,71,80,86,High / Low,Right,4,4,
Giovani Lo Celso,Paris Saint-Germain,France Ligue 1,Argentina,CM,Gold,80,55,49,74,71,77,72,High / Medium,Left,3,3,
Adem Ljajić,Torino,Italy Serie A,Serbia,CAM,Gold,80,73,49,72,70,79,77,High / Low,Right,4,4,
Fábio Coentrão,Real Madrid,Spain Primera Division,Portugal,LB,Gold,80,72,69,77,82,64,68,Medium / Medium,Left,2,4,
Nuri Şahin,Borussia Dortmund,Germany 1. Bundesliga,Turkey,CDM,Gold,80,93,65,74,85,36,52,Medium / Medium,Left,3,3,
Luciano Acosta,D.C. United,USA Major League Soccer,Argentina,CAM,Gold,80,82,81,72,83,44,66,High / Low,Right,3,4,
Mariano,Real Madrid,Spain Primera Division,Dominican Republic,ST,Gold,80,54,80,81,78,69,72,High / Medium,Right,4,3,
Nikola Kalinić,Atlético de Madrid,Spain Primera Division,Croatia,ST,Gold,80,68,36,52,61,82,76,High / High,Right,4,3,
Mariano,Galatasaray,Turkey Süper Lig,Brazil,RB,Gold,80,66,72,77,81,69,73,Medium / Medium,Right,3,3,
Sofiane Feghouli,Galatasaray,Turkey Süper Lig,Algeria,RM,Gold,80,88,62,77,79,73,69,High / Low,Right,3,3,
Fernando,Galatasaray,Turkey Süper Lig,Brazil,CDM,Gold,80,87,56,69,76,78,74,Medium / High,Right,2,3,
Ruud Vormer,Club Brugge,Belgium Jupiler Pro League,Netherlands,CM,Gold,80,65,63,73,77,76,77,High / High,Right,4,3,
Marouane Fellaini,Manchester United,England Premier League,Belgium,CM,Gold,80,89,73,74,85,44,68,Medium / Medium,Right,3,3,
Jefferson Farfán,Lokomotiv Moskva,Russia FUT League,Peru,RM,Gold,80,82,44,74,75,74,80,Medium / Low,Right,3,4,
Alexandr Golovin,AS Monaco,France Ligue 1,Russia,CM,Gold,80,85,67,76,84,55,63,High / High,Right,4,4,
David Neres,Ajax,Holland Eredivisie,Brazil,RW,Gold,80,78,71,77,78,76,76,High / Medium,Left,3,5,
Lautaro Martínez,Inter,Italy Serie A,Argentina,ST,Gold,80,83,67,73,79,76,77,High / Medium,Right,4,4,
Christian Pulisic,Borussia Dortmund,Germany 1. Bundesliga,United States,RM,Gold,80,88,77,77,82,32,63,Medium / Medium,Right,4,4,
Soares,FC Porto,Portugal Liga NOS,Brazil,ST,Gold,80,71,79,63,76,38,64,High / High,Right,3,3,
Lucas Tousart,Olympique Lyonnais,France Ligue 1,France,CDM,Gold,80,76,71,74,75,78,78,Medium / High,Right,3,3,
Marcos Llorente,Real Madrid,Spain Primera Division,Spain,CDM,Gold,80,60,77,80,77,68,69,Medium / Medium,Right,3,3,
Victor Lindelöf,Manchester United,England Premier League,Sweden,CB,Gold,80,67,60,75,76,81,81,Medium / Medium,Right,3,3,
Mahmoud Dahoud,Borussia Dortmund,Germany 1. Bundesliga,Germany,CM,Gold,80,69,81,67,74,39,85,High / Medium,Right,4,4,
Rafa,SL Benfica,Portugal Liga NOS,Portugal,RW,Gold,80,76,74,76,75,79,84,High / Medium,Right,4,4,
Maximilian Philipp,Borussia Dortmund,Germany 1. Bundesliga,Germany,ST,Gold,80,58,57,80,76,79,76,Medium / Medium,Right,4,4,
Youri Tielemans,AS Monaco,France Ligue 1,Belgium,CM,Gold,80,82,61,75,79,76,79,Medium / Medium,Right,5,4,
Jemerson,AS Monaco,France Ligue 1,Brazil,CB,Gold,80,56,32,52,60,83,75,Medium / Medium,Right,2,2,
Nabil Bentaleb,FC Schalke 04,Germany 1. Bundesliga,Algeria,CM,Gold,80,72,59,69,77,79,82,Medium / Medium,Left,2,4,
Gayà,Valencia CF,Spain Primera Division,Spain,LB,Gold,80,78,69,79,83,79,78,High / Medium,Left,3,3,
Nicolás Tagliafico,Ajax,Holland Eredivisie,Argentina,LB,Gold,80,61,40,51,52,81,81,High / Medium,Left,2,3,
Omar Mascarell,FC Schalke 04,Germany 1. Bundesliga,Spain,CDM,Gold,80,91,76,75,80,47,73,Medium / Medium,Right,4,3,
Bertrand Traoré,Olympique Lyonnais,France Ligue 1,Burkina Faso,RW,Gold,80,72,79,73,81,39,70,High / High,Left,1,4,
Denis Suárez,FC Barcelona,Spain Primera Division,Spain,CM,Gold,80,85,77,68,80,32,69,Medium / Medium,Right,3,3,
Pavel Kadeřábek,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Czech Republic,RWB,Gold,80,68,58,66,66,80,82,High / Medium,Right,2,3,
Leonardo Bittencourt,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,LM,Gold,80,88,80,61,64,42,88,High / Medium,Right,4,4,
Layvin Kurzawa,Paris Saint-Germain,France Ligue 1,France,LB,Gold,80,77,74,79,84,66,81,High / Low,Left,3,4,
Ismaily,Shakhtar Donetsk,Ukraine Premier Liga,Brazil,LB,Gold,80,91,67,74,86,50,57,High / High,Left,2,4,
Yevhen Konoplyanka,FC Schalke 04,Germany 1. Bundesliga,Ukraine,LW,Gold,80,93,75,72,82,41,64,Medium / Medium,Right,4,4,
Paco Alcácer,Borussia Dortmund,Germany 1. Bundesliga,Spain,ST,Gold,80,51,54,59,59,80,84,High / Medium,Right,4,3,
Danilo,Manchester City,England Premier League,Brazil,RB,Gold,80,67,61,72,70,78,81,High / Medium,Right,4,3,
Sérgio Oliveira,FC Porto,Portugal Liga NOS,Portugal,CM,Gold,80,90,69,75,83,38,45,Medium / Medium,Right,3,3,
André Almeida,SL Benfica,Portugal Liga NOS,Portugal,RB,Gold,80,76,40,59,61,82,78,Medium / High,Right,3,3,
Guido Burgstaller,FC Schalke 04,Germany 1. Bundesliga,Austria,ST,Gold,80,80,79,71,79,36,83,High / High,Right,5,3,
Thomas Delaney,Borussia Dortmund,Germany 1. Bundesliga,Denmark,CM,Gold,80,72,68,76,73,81,78,High / High,Left,4,3,
Daley Blind,Ajax,Holland Eredivisie,Netherlands,CB,Gold,80,74,76,78,84,57,71,Medium / Medium,Left,4,3,
Rafael,Olympique Lyonnais,France Ligue 1,Brazil,RB,Gold,80,89,74,75,80,48,63,High / Medium,Right,3,4,
Benjamin Hübner,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,CB,Gold,80,77,74,78,78,70,70,Medium / Medium,Left,2,2,
Francis Coquelin,Valencia CF,Spain Primera Division,France,CDM,Gold,80,76,81,75,85,56,76,Medium / High,Right,3,3,
Kwadwo Asamoah,Inter,Italy Serie A,Ghana,LB,Gold,80,61,82,79,78,40,66,High / High,Left,3,4,
Fabián Balbuena,West Ham United,England Premier League,Paraguay,CB,Gold,80,70,82,71,72,43,82,Low / Medium,Right,3,2,
Cristian Pavón,Buenos Aires,Argentina Primera División ,Argentina,RW,Gold,80,66,65,73,75,78,75,High / Medium,Right,3,3,
Eran Zahavi,Guangzhou R&F,China Super League,Israel,CAM,Gold,80,51,74,85,83,60,54,High / Low,Right,4,4,
Alexandre Pato,Tianjin Quanjian,China Super League,Brazil,ST,Gold,80,77,76,78,85,35,62,High / Low,Right,3,4,
Matthijs de Ligt,Ajax,Holland Eredivisie,Netherlands,CB,Gold,80,37,75,80,74,77,74,Medium / Medium,Right,4,2,
Moussa Marega,FC Porto,Portugal Liga NOS,Mali,ST,Gold,80,75,77,71,76,32,67,High / Medium,Right,3,2,
Marcos Acuña,Sporting CP,Portugal Liga NOS,Argentina,LM,Gold,80,75,68,79,78,74,70,Medium / High,Left,3,5,
Franco Cervi,SL Benfica,Portugal Liga NOS,Argentina,LW,Gold,80,65,79,69,76,48,78,High / High,Left,3,4,
Hirving Lozano,PSV,Holland Eredivisie,Mexico,RW,Gold,80,57,53,62,62,80,77,High / Medium,Right,4,4,
Raúl,Braga,Portugal Liga NOS,Brazil,CB,Gold,80,84,75,74,82,29,50,Medium / Medium,Left,3,2,
Taras Stepanenko,Shakhtar Donetsk,Ukraine Premier Liga,Ukraine,CDM,Gold,80,73,70,76,80,77,74,Medium / High,Left,3,3,
Bernard,Everton,England Premier League,Brazil,LM,Gold,80,78,69,76,76,76,73,High / Medium,Right,4,4,
Domagoj Vida,Beşiktaş,Turkey Süper Lig,Croatia,CB,Gold,80,84,79,68,80,27,69,Medium / High,Right,3,2,
Vincent Aboubakar,FC Porto,Portugal Liga NOS,Cameroon,ST,Gold,80,71,58,72,76,79,74,High / Medium,Right,3,5,
Yaroslav Rakitskyi,Shakhtar Donetsk,Ukraine Premier Liga,Ukraine,CB,Gold,80,77,74,79,84,41,56,High / Medium,Left,3,3,
Younès Belhanda,Galatasaray,Turkey Süper Lig,,CAM,Gold,80,67,34,46,63,83,75,Medium / Medium,Right,4,4,
Miguel Almirón,Atlanta United FC,USA Major League Soccer,Paraguay,CAM,Gold,80,76,57,71,67,81,80,High / High,Left,2,4,
Alan Dzagoev,CSKA Moskva,Russia FUT League,Russia,CM,Gold,80,69,58,71,75,80,70,High / Medium,Right,3,4,
Ignacio Piatti,Montreal Impact,USA Major League Soccer,Argentina,LW,Gold,80,40,52,67,64,81,74,High / Medium,Right,4,5,
Diego Valeri,Portland Timbers,USA Major League Soccer,Argentina,CAM,Gold,80,72,39,57,64,82,76,High / Medium,Right,3,4,
André-Pierre Gignac,Tigres U.A.N.L.,Mexico Liga MX,France,ST,Gold,80,51,74,82,74,66,73,Medium / Medium,Right,3,3,
Igor Denisov,Lokomotiv Moskva,Russia FUT League,Russia,CDM,Gold,80,71,40,70,74,76,77,Medium / High,Right,3,3,
Santi Cazorla,Villarreal CF,Spain Primera Division,Spain,CM,Gold,80,78,70,71,73,79,78,High / Low,Right,5,5,
Nani,Sporting CP,Portugal Liga NOS,Portugal,LM,Gold,80,58,65,69,73,80,88,High / Medium,Right,5,5,
Bastian Schweinsteiger,Chicago Fire,USA Major League Soccer,Germany,CM,Gold,80,68,80,62,75,38,75,Medium / Medium,Right,3,3,
Fernando Torres,Sagan Tosu,Japan J1 League,Spain,ST,Gold,80,75,71,84,83,41,63,Medium / Medium,Right,4,3,
Ashley Young,Manchester United,England Premier League,England,LB,Gold,80,81,53,71,73,79,68,High / Medium,Right,3,4,
Cristhian Stuani,Girona FC,Spain Primera Division,Uruguay,ST,Gold,80,72,83,62,74,39,74,Medium / Low,Right,3,4,
Phil Jones,Manchester United,England Premier League,England,CB,Gold,80,74,81,63,79,34,65,Medium / High,Right,3,2,
Matteo Politano,Inter,Italy Serie A,Italy,LW,Gold,80,70,73,80,80,74,72,High / Medium,Left,4,3,
Fabian Delph,Manchester City,England Premier League,England,LB,Gold,80,38,49,62,48,82,79,High / High,Left,3,3,
Daniel Sturridge,Liverpool,England Premier League,England,ST,Gold,80,63,58,69,68,81,77,Medium / Low,Left,2,4,
Antunes,Getafe CF,Spain Primera Division,Portugal,LB,Gold,80,92,76,72,83,29,70,High / Medium,Left,3,3,
Karl Toko-Ekambi,Villarreal CF,Spain Primera Division,Cameroon,ST,Gold,80,79,76,77,82,30,56,High / Medium,Right,4,3,
Stephan Lichtsteiner,Arsenal,England Premier League,Switzerland,RB,Gold,80,52,33,63,56,78,84,High / High,Right,3,3,
Iago Falqué,Torino,Italy Serie A,Spain,RW,Gold,80,69,69,81,83,39,63,High / High,Left,3,4,
Mattia Caldara,Milan,Italy Serie A,Italy,CB,Gold,80,69,64,65,68,84,73,Medium / High,Right,3,2,
Kevin Vogt,TSG 1899 Hoffenheim,Germany 1. Bundesliga,Germany,CB,Gold,80,63,38,61,66,80,79,Medium / Medium,Right,3,3,
